Filename	Plant Coverage (%)	Stressed Area (%)
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212450	60.17	81.49
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212606	0.41	6.80
ndvi_result_05-01-2025_212732	0.39	3.57
ndvi_result_05-01-2025_213612	18.67	97.88
ndvi_result_05-01-2025_213652	4.69	92.06
ndvi_result_05-01-2025_213741	11.67	96.83
ndvi_result_05-01-2025_213956	22.84	98.24
ndvi_result_05-01-2025_214053	23.72	46.66
ndvi_result_05-01-2025_214358	23.58	45.78
ndvi_result_05-01-2025_214633	23.68	45.36
ndvi_result_05-02-2025_114853	19.14	57.45
ndvi_result_05-02-2025_115102	14.91	63.17
ndvi_result_05-02-2025_115145	12.34	67.18
ndvi_result_05-02-2025_115258	13.32	67.40
ndvi_result_05-02-2025_115531	24.80	47.55
ndvi_result_05-02-2025_115701	23.87	56.67
ndvi_result_05-02-2025_115742	24.96	59.13
ndvi_result_05-02-2025_124501	19.83	65.18
ndvi_result_05-02-2025_124747	22.43	62.21
ndvi_result_05-05-2025_135546	4.82	91.14
ndvi_result_05-05-2025_135828	70.12	60.70
ndvi_result_05-05-2025_140625	79.74	61.40
ndvi_result_05-05-2025_152525	96.15	45.03
ndvi_result_05-05-2025_152723	16.28	60.64
ndvi_result_05-05-2025_153202	15.16	63.34
ndvi_result_05-06-2025_144616	19.18	46.36
ndvi_result_05-06-2025_171950	0.00	0.00
ndvi_result_05-06-2025_172220	0.06	43.82
ndvi_result_05-06-2025_172423	22.00	41.44
ndvi_result_05-06-2025_172541	15.85	68.90
ndvi_result_05-06-2025_172736	0.00	100.00
ndvi_result_05-06-2025_173323	0.04	1.64
ndvi_result_05-07-2025_132857	0.00	0.00
ndvi_result_05-07-2025_133113	100.00	1.82
ndvi_result_05-07-2025_133147	0.04	100.00
ndvi_result_05-07-2025_133612	0.00	100.00
ndvi_result_05-07-2025_135010	0.00	100.00
ndvi_result_05-07-2025_135115	0.00	0.00
ndvi_result_05-07-2025_135115	0.00	0.00
ndvi_result_05-07-2025_135436	0.00	0.00
ndvi_result_05-07-2025_135548	0.00	100.00
ndvi_result_05-07-2025_135619	0.00	100.00
ndvi_result_05-07-2025_135732	99.84	3.24
ndvi_result_05-07-2025_135801	19.80	47.54
ndvi_result_05-07-2025_135904	23.01	36.12
ndvi_result_05-07-2025_141911	26.94	40.85
ndvi_result_05-07-2025_142016	28.94	38.71
ndvi_result_05-07-2025_142156	25.18	31.61
ndvi_result_05-07-2025_142329	22.51	31.13
ndvi_result_05-07-2025_142430	25.75	26.55
ndvi_result_05-07-2025_142540	27.33	25.81
ndvi_result_05-07-2025_142727	0.00	100.00
ndvi_result_05-07-2025_142848	24.06	38.59
ndvi_result_05-07-2025_142917	26.50	34.90
ndvi_result_05-07-2025_143054	0.14	84.00
ndvi_result_05-07-2025_143230	0.85	95.88
ndvi_result_05-07-2025_143437	0.13	80.12
ndvi_result_05-07-2025_143703	99.97	3.18
ndvi_result_05-07-2025_144045	20.83	43.97
ndvi_result_05-07-2025_144337	23.73	43.80
ndvi_result_05-07-2025_145550	20.47	48.20
ndvi_result_05-07-2025_151314	20.57	41.16
ndvi_result_05-07-2025_152719	27.46	49.44
ndvi_result_05-07-2025_152824	28.91	53.78
ndvi_result_05-07-2025_153001	25.43	46.07
ndvi_result_05-07-2025_153253	25.89	44.59
ndvi_result_05-07-2025_154629	26.09	42.29
ndvi_result_05-07-2025_155410	24.97	35.48
ndvi_result_05-07-2025_163149	20.95	42.98
ndvi_result_05-07-2025_194032	11.81	82.73
ndvi_result_05-07-2025_194219	13.41	76.27
ndvi_result_05-07-2025_194553	13.32	77.61
ndvi_result_05-08-2025_133737	11.58	75.89
ndvi_result_05-08-2025_134757	11.55	75.21
ndvi_result_05-08-2025_134846	23.11	45.16
ndvi_result_06-10-2025_164649	13.48	73.00
ndvi_result_06-10-2025_164748	13.36	73.69
ndvi_result_06-10-2025_172337	13.98	70.51
ndvi_result_06-10-2025_172535	12.89	76.15
ndvi_result_06-10-2025_173502	14.19	69.87
ndvi_result_06-10-2025_173702	12.84	74.51
ndvi_result_06-10-2025_173806	0.03	79.02
ndvi_result_06-10-2025_174032	0.38	81.37
ndvi_result_06-10-2025_174153	5.94	91.30
ndvi_result_06-10-2025_174526	18.04	59.38
ndvi_result_06-10-2025_174736	18.88	54.29
ndvi_result_06-10-2025_175040	20.48	47.69
ndvi_result_06-10-2025_235040	15.15	70.83
ndvi_result_06-11-2025_055040	91.11	52.52
ndvi_result_06-11-2025_111859	23.52	48.57
ndvi_result_06-11-2025_112507	27.04	45.19
ndvi_result_06-11-2025_130611	26.48	48.91
ndvi_result_06-11-2025_130721	26.85	47.26
ndvi_result_06-11-2025_130800	26.82	46.52
ndvi_result_06-11-2025_170800	27.82	45.71
ndvi_result_06-11-2025_210800	28.40	42.04
ndvi_result_06-12-2025_010800	28.95	40.30
ndvi_result_06-12-2025_050800	93.85	25.58
ndvi_result_06-12-2025_090800	28.80	39.72
ndvi_result_06-12-2025_130800	28.60	39.35
ndvi_result_06-12-2025_170800	28.96	37.88
ndvi_result_06-12-2025_210800	28.17	39.52
ndvi_result_06-13-2025_010800	28.54	38.94
ndvi_result_06-13-2025_050800	92.32	30.31
ndvi_result_06-13-2025_090800	28.28	38.97
ndvi_result_06-13-2025_130800	27.99	40.16
ndvi_result_06-13-2025_170800	22.91	78.09
ndvi_result_06-13-2025_210800	22.77	77.91
ndvi_result_06-14-2025_010800	83.82	59.54
ndvi_result_06-14-2025_050800	78.69	66.60
ndvi_result_06-14-2025_090800	21.27	82.09
ndvi_result_06-14-2025_130800	19.94	84.24
ndvi_result_06-14-2025_170800	19.90	84.50
ndvi_result_06-14-2025_210800	20.56	83.27
ndvi_result_06-15-2025_010800	21.09	82.43
ndvi_result_06-15-2025_050800	21.34	82.30
ndvi_result_06-15-2025_090800	21.04	82.93
ndvi_result_06-15-2025_130800	20.56	83.94
ndvi_result_06-15-2025_170800	19.93	85.69
ndvi_result_06-15-2025_210800	19.41	86.31
ndvi_result_06-16-2025_010800	19.26	86.86
ndvi_result_06-16-2025_050800	19.62	86.62
ndvi_result_06-16-2025_090800	20.42	84.94
ndvi_result_06-16-2025_130800	20.14	85.71
ndvi_result_06-16-2025_170800	18.68	88.17
ndvi_result_06-16-2025_210800	19.05	87.74
ndvi_result_06-17-2025_010800	58.58	70.41
ndvi_result_06-17-2025_050800	17.91	88.22
ndvi_result_06-17-2025_090800	16.93	88.86
ndvi_result_06-17-2025_130800	15.74	89.56
ndvi_result_06-17-2025_170800	100.00	0.00
ndvi_result_06-17-2025_210800	17.39	89.14
ndvi_result_06-18-2025_010800	86.94	39.68
ndvi_result_06-18-2025_050800	87.41	39.23
ndvi_result_06-18-2025_090800	16.12	89.85
ndvi_result_06-18-2025_130800	16.46	90.12
ndvi_result_06-18-2025_170800	15.75	90.07
ndvi_result_06-18-2025_210800	15.83	90.32
ndvi_result_06-19-2025_010800	15.61	91.10
ndvi_result_06-19-2025_050800	15.71	90.89
ndvi_result_06-19-2025_090800	15.57	91.47
ndvi_result_06-19-2025_130800	14.70	91.39
ndvi_result_06-19-2025_170800	14.28	92.00
ndvi_result_06-19-2025_210800	13.51	93.48
ndvi_result_06-20-2025_010800	62.70	68.66
ndvi_result_06-20-2025_050800	37.94	53.03
ndvi_result_06-20-2025_090800	12.36	93.82
ndvi_result_06-20-2025_130800	11.65	94.03
ndvi_result_06-20-2025_170800	12.19	93.49
ndvi_result_06-20-2025_210800	13.02	91.93
ndvi_result_06-21-2025_010800	12.03	94.39
ndvi_result_06-21-2025_050800	10.27	94.32
ndvi_result_06-21-2025_090800	8.23	95.46
ndvi_result_06-21-2025_130800	7.82	92.07
ndvi_result_06-21-2025_170800	7.24	93.63
ndvi_result_06-21-2025_210800	6.61	93.30
ndvi_result_06-22-2025_010800	6.09	93.09
ndvi_result_06-22-2025_050800	5.78	93.53
ndvi_result_06-22-2025_090800	5.75	94.22
ndvi_result_06-22-2025_130800	5.66	94.37
ndvi_result_06-22-2025_170800	5.98	93.86
ndvi_result_06-22-2025_210800	5.97	94.50
ndvi_result_06-23-2025_010800	5.87	94.74
ndvi_result_06-23-2025_050800	5.81	91.01
ndvi_result_06-23-2025_090800	5.79	92.68
ndvi_result_06-23-2025_130800	5.77	91.62
